lemma_id,arabic,gloss,state,source,lexical_source,active,core_rank,stored_camel_rank,repaired_camel_rank,effective_rank,article_surface_rank,hindawi_rank,news_rank,quran_rank,corpus_tokens,momo_excerpt_tokens,momo_frozen_map_tokens,leech_count,lifetime_seen,judgments,failures,primary,collateral,target_cards
183,مُمتاز,amazing,known,duolingo,duolingo,True,1153,7177,7177,1153,5427,1670,3766,,1,0,1,0,11,0,0,0,0,0
184,زَوج,spouse; husband; wife,known,duolingo,duolingo,True,87,7103,7103,87,3687,97,320,109,63,0,10,0,66,0,0,0,0,0
185,جَار,neighbor,known,duolingo,duolingo,True,303,11997,11997,303,21557,436,798,728,18,0,15,0,121,0,0,0,0,0
186,كَيْك,cakes,known,duolingo,duolingo,True,,11821,11821,11821,21425,,,,0,0,0,0,5,1,1,0,1,1
187,وَاي,wi,known,duolingo,duolingo,True,1776,3006,3006,1776,22145,1429,,,2,0,0,1,8,0,0,0,0,0
188,كُوبٌ,cup,known,duolingo,duolingo,True,684,6319,6319,684,49217,1066,16464,835,4,0,4,0,34,2,0,1,1,0
189,ذُو,with,known,duolingo,duolingo,True,100,2699,2699,100,,363,151,73,26,4,36,6,24,0,0,0,0,0
192,دَوْرٌ,role,known,duolingo,duolingo,True,224,493,493,224,945,586,200,1196,14,2,21,6,16,0,0,0,0,0
193,رُودٌ,rhode,known,duolingo,duolingo,True,2186,14163,14163,2186,,,7582,,0,0,0,1,7,0,0,0,0,0
194,رَيٌّ,watering,known,leech_reintro,duolingo,True,555,16714,16714,555,8905,1023,2596,891,4,0,1,0,23,1,0,1,0,0
195,زَارَ,visited,known,textbook_scan,duolingo,True,811,5262,5262,811,,674,774,,10,0,9,0,87,0,0,0,0,0
196,زِيٌّ,uniform,known,duolingo,duolingo,True,923,6594,6594,923,19757,523,1455,,14,0,2,1,24,0,0,0,0,0
197,كِتابة,writing,known,textbook_scan,avp_a1,True,805,2237,2237,805,2851,820,1317,,7,0,10,0,34,0,0,0,0,0
198,استِماع,listening,known,study,avp_a1,True,896,12190,12190,896,7047,1113,3642,,3,0,10,0,10,0,0,0,0,0
199,قِراءة,reading,known,textbook_scan,book,True,1702,1695,1695,1695,2519,601,1443,,12,0,5,0,64,0,0,0,0,1
200,دِراسَة,studying,known,study,book,True,2456,1045,1045,1045,1116,,567,,0,0,0,0,57,0,0,0,0,0
201,قَوَاعِدُ,grammar,known,study,avp_a1,True,856,1915,1915,856,4150,1617,,913,1,0,0,0,13,0,0,0,0,0
202,كَلِمَة,word,known,story_import,avp_a1,True,79,527,527,79,2939,273,268,227,30,0,40,0,41,0,0,0,0,0
203,حَرْف,letter,known,textbook_scan,avp_a1,True,277,3714,3714,277,6616,1014,1761,733,4,0,6,0,17,0,0,0,0,0
204,حُرُوف,letters,known,study,avp_a1,True,1609,4472,4472,1609,6458,1301,,,2,0,9,0,8,0,0,0,0,0
205,نُقطة,dot,known,leech_reintro,avp_a1,True,595,619,619,595,6001,1242,252,,3,0,1,2,19,0,0,0,0,0
206,أَسْماء,"nouns, names",known,auto_intro,avp_a1,True,949,1170,1170,949,3053,1444,39934,,1,0,1,0,27,0,0,0,0,0
207,فِعْل,verb,known,textbook_scan,avp_a1,True,8,1480,1480,8,3507,6,192,97,261,6,114,2,31,0,0,0,0,0
208,صِفة,adjective,known,textbook_scan,avp_a1,True,838,4950,4950,838,12310,942,1366,,5,0,3,2,30,1,0,1,0,3
210,جُمَل,sentences,known,textbook_scan,avp_a1,True,213,14238,14238,213,7625,519,791,871,14,0,4,1,61,0,0,0,0,0
211,تَرْجَمة,translation,known,auto_intro,avp_a1,True,829,2823,2823,829,2812,617,2653,,11,0,0,0,39,0,0,0,0,0
212,صَفّ,"class, classroom",known,study,book,True,429,7397,7397,429,582,816,1078,362,7,0,2,0,165,0,0,0,0,0
213,صُفُوف,"classes, classrooms",known,leech_reintro,avp_a1,True,1715,2847,2847,1715,7770,,9007,,0,0,4,2,25,0,0,0,0,0
214,فَصْل,chapter; section; class; classroom; season,known,study,book,True,144,1981,1981,144,762,84,370,282,68,0,20,0,50,0,0,0,0,0
215,فُصُول,"classes, classrooms",known,study,avp_a1,True,1638,9150,9150,1638,11100,1603,,,1,0,0,0,7,0,0,0,0,0
216,دَرْس,lesson,known,textbook_scan,book,True,1735,4352,4352,1735,5598,553,1592,,13,0,0,0,185,0,0,0,0,0
217,دُرُوس,lessons,known,study,avp_a1,True,2380,667,667,667,2424,,,,0,0,0,0,20,0,0,0,0,0
218,واجِب,homework,known,study,avp_a1,True,819,5002,5002,819,5301,981,1197,,5,0,2,0,27,0,0,0,0,0
219,اِمْتِحان,"exam, test",known,study,avp_a1,True,857,3519,3519,857,7288,839,3589,,6,0,0,0,41,0,0,0,0,0
220,سُؤال,question,known,textbook_scan,avp_a1,True,140,1260,1260,140,2298,252,406,1222,32,0,11,0,38,0,0,0,0,0
221,أساتِذة,teachers,known,auto_intro,avp_a1,True,2492,6690,6690,2492,4466,,,,0,0,0,0,31,0,0,0,0,0
222,مُدَرِّس,teacher,known,textbook_scan,avp_a1,True,868,10800,10800,868,16466,965,3525,,5,0,0,0,187,0,0,0,0,0
223,طالِب,student,known,textbook_scan,avp_a1,True,214,1123,1123,214,2352,873,557,1261,6,0,6,0,662,0,0,0,0,0
224,طُلّاب,students,known,leech_reintro,avp_a1,True,2418,1454,1454,1454,957,,,,0,0,0,1,197,0,0,0,0,0
225,طَلبة,students,known,frequency_core,avp_a1,True,1656,3772,3772,1656,2227,,7715,,0,0,0,0,18,0,0,0,0,0
226,مَدْرَسَة,school,known,textbook_scan,avp_a1,True,584,787,787,584,1084,426,550,,19,0,2,0,118,0,0,0,0,0
227,دَفْتَر,notebook,known,textbook_scan,avp_a1,True,910,8982,8982,910,29123,1160,3841,,3,0,0,0,26,0,0,0,0,0
228,كِتاب,book,known,book,book,True,75,461,461,75,513,501,182,26,19,4,12,0,190,0,0,0,0,0
229,كُتُب,books,known,textbook_scan,book,True,808,191,191,191,684,384,282,,21,0,9,0,55,0,0,0,0,0
230,صَفْحَة,page,known,textbook_scan,avp_a1,True,727,954,954,727,320,1038,1359,,4,0,6,0,50,0,0,0,0,0
231,قَلَم,"pen, pencil",known,textbook_scan,avp_a1,True,242,9316,9316,242,6954,1062,938,832,5,1,4,0,34,0,0,0,0,0
232,أُسْبُوع,week,known,book,book,True,891,1283,1283,891,536,479,340,,15,0,11,0,77,0,0,0,0,0
233,أَحَد,Sunday,known,book,book,True,30,106,106,30,410,39,54,102,119,9,152,0,26,0,0,0,0,0
234,اثْنَين,Monday,known,textbook_scan,avp_a1,True,253,2792,2792,253,373,737,39252,451,8,0,6,0,12,0,0,0,0,2
235,ثُلاثاء,Tuesday,known,textbook_scan,avp_a1,True,1678,63722,63722,1678,402,,27398,,0,0,0,0,15,0,0,0,0,0
236,أَربِعاء,Wedenesday,known,textbook_scan,avp_a1,True,889,33183,33183,889,372,1251,40023,,2,0,0,0,14,0,0,0,0,0
237,خَمِيس,Thursday,known,textbook_scan,avp_a1,True,899,5960,5960,899,401,1513,34167,,1,0,0,0,15,1,0,0,1,1
238,جُمْعة,Friday,known,textbook_scan,avp_a1,True,344,3838,3838,344,353,1149,34906,1163,3,0,0,0,27,0,0,0,0,0
239,سَبْت,Saturday,known,textbook_scan,avp_a1,True,294,3118,3118,294,434,935,24937,637,5,0,1,0,20,0,0,0,0,0
240,يَوْم,day,known,textbook_scan,book,True,5,68,68,5,30,18,26,9,152,2,74,0,253,0,0,0,0,0
241,أَيّام,days,known,collateral,book,True,1627,310,310,310,899,184,,,41,0,19,0,27,0,0,0,0,0
242,سَنَة,year,known,textbook_scan,book,True,106,171,171,106,148,378,56,328,21,0,10,0,82,0,0,0,0,0
243,سَنَوات,years,known,collateral,avp_a1,True,1142,332,332,332,1438,471,,,16,0,5,0,19,0,0,0,0,0
244,سِنِينٌ,years,known,collateral,avp_a1,True,845,6464,6464,845,5411,1554,,484,1,0,0,0,26,0,0,0,0,0
245,عُمْر,age,known,textbook_scan,book,True,280,424,424,280,1153,421,478,354,19,0,8,0,19,0,0,0,0,0
246,سِنّ,age,known,book,book,True,530,2040,2040,530,3002,526,872,1018,14,0,11,1,35,1,0,0,1,1
247,وَقْت,time,known,textbook_scan,book,True,45,227,227,45,180,22,119,935,153,11,138,0,103,0,0,0,0,0
248,ساعَة,hour,known,textbook_scan,book,True,109,720,720,109,435,169,96,198,47,3,98,0,61,0,0,0,0,0
249,دَقِيقَة,minute,known,book,book,True,981,1319,1319,981,1617,627,514,,11,0,12,0,14,0,0,0,0,0
250,دَقائِق,minutes,known,frequency_core,avp_a1,True,1260,366,366,366,12139,803,,,8,1,3,0,16,0,0,0,0,0
251,صَباح,morning,known,textbook_scan,book,True,226,861,861,226,2155,104,368,1247,61,0,2,0,170,0,0,0,0,0
252,نَهار,day time,known,book,book,True,185,8385,8385,185,1760,206,863,79,38,0,10,0,45,1,0,0,1,0
253,لَيْل,"evening, night",known,textbook_scan,avp_a1,True,32,4409,4409,32,1549,32,283,93,123,0,29,0,131,0,0,0,0,0
254,مَرَّة,once,known,book,book,True,62,313,313,62,2055,36,143,364,121,9,156,0,47,0,0,0,0,0
255,مَامَا,mom,known,frequency_core,avp_a1,True,1005,19984,19984,1005,,1629,15777,,1,0,1,0,13,0,0,0,0,0
256,بَابَا,dad,known,textbook_scan,avp_a1,True,916,6587,6587,916,2522,700,37525,,9,0,1,0,17,0,0,0,0,0
257,أَوْلاد,boys,known,textbook_scan,avp_a1,True,1386,3257,3257,1386,7706,480,,,15,0,0,0,7,0,0,0,0,0
258,بَنات,girls,known,frequency_core,avp_a1,True,715,677,677,677,3209,1133,,406,4,1,2,0,12,0,0,0,0,0
259,أَبْناء,"boys, boys and girls",known,frequency_core,avp_a1,True,1438,931,931,931,6711,986,,,4,0,2,0,14,0,0,0,0,0
261,إخْوان,brothers,known,frequency_core,avp_a1,True,1417,12860,12860,1417,1416,739,,,8,0,0,0,7,0,0,0,0,0
262,أَخَوات,sisters,known,frequency_core,avp_a1,True,2540,19310,19310,2540,12783,,,,0,0,0,0,16,0,0,0,0,0
263,عائِلَة,family,known,textbook_scan,avp_a1,True,742,1522,1522,742,2022,774,817,,8,0,2,0,82,0,0,0,0,0
264,أُسْرَة,family,known,textbook_scan,avp_a1,True,154,1996,1996,154,465,740,520,548,8,0,3,0,37,0,0,0,0,0
265,نِساء,women,known,textbook_scan,book,True,286,2898,2898,286,825,734,459,167,9,0,3,0,16,0,0,0,0,0
266,رِجال,men,known,auto_intro,avp_a1,True,655,870,870,655,1421,806,,296,9,2,13,0,27,0,0,0,0,0
267,شَخْص,person,known,textbook_scan,avp_a1,True,98,425,425,98,1855,230,203,1022,34,0,36,0,38,0,0,0,0,0
268,أَصْحاب,friends,known,frequency_core,avp_a1,True,534,962,962,534,31221,1116,,113,3,0,0,0,11,1,0,0,1,0
269,أَصْدِقاء,friends,known,frequency_core,avp_a1,True,1597,4353,4353,1597,3391,1258,,,2,0,13,0,9,0,0,0,0,0
270,نَاسٌ,people,known,textbook_scan,book,True,44,5973,5973,44,193,162,114,29,51,4,94,0,199,0,0,0,0,0
271,شُغْل,work,known,frequency_core,avp_a1,True,264,6720,6720,264,8458,1032,949,1025,5,1,5,0,10,0,0,0,0,0
272,عَمَل,to work,known,textbook_scan,book,True,21,199,199,21,94,76,44,22,79,2,47,0,155,0,0,0,0,0
273,مُوَظَّف,employee,known,textbook_scan,avp_a1,True,820,5413,5413,820,7903,1089,1030,,4,0,1,0,74,0,0,0,0,0
274,طَبِيب,doctor,known,textbook_scan,book,True,830,1819,1819,830,2248,131,458,,53,0,3,0,280,0,0,0,0,0
275,قَمَر,moon,known,textbook_scan,avp_a1,True,156,6800,6800,156,2011,356,1148,310,23,0,5,0,59,0,0,0,0,0
276,شَمْس,sun,known,textbook_scan,book,True,275,3395,3395,275,1333,239,732,266,33,0,10,0,89,0,0,0,0,0
277,غُيُومٌ,clouds,known,textbook_scan,avp_a1,True,2588,43930,43930,2588,27764,,,,0,0,1,0,20,1,1,0,1,0
278,مَطَر,rain,known,textbook_scan,avp_a1,True,285,7830,7830,285,7409,1079,2388,662,4,0,5,0,125,0,0,0,0,0
279,ثَلْج,"snow, ice",known,textbook_scan,avp_a1,True,876,39841,39841,876,12522,666,3505,,10,0,8,0,28,0,0,0,0,0
280,شَجَرَة,tree,known,textbook_scan,avp_a1,True,130,5734,5734,130,10992,195,647,388,39,0,10,0,160,0,0,0,0,0
281,صَيْف,summer,known,textbook_scan,avp_a1,True,261,7013,7013,261,2388,594,1823,1256,12,0,1,0,57,0,0,0,0,0
282,شِتاء,winter,known,textbook_scan,avp_a1,True,292,17363,17363,292,4576,559,2463,1239,13,0,1,0,44,0,0,0,0,1
283,جَوّ,weather,known,textbook_scan,book,True,401,3986,3986,401,2891,213,743,976,38,2,7,0,101,0,0,0,0,0
284,حَرارَة,temperature,known,textbook_scan,avp_a1,True,850,5018,5018,850,2214,1013,2099,,4,0,1,0,40,0,0,0,0,0
285,بَرْد,cold,known,auto_intro,avp_a1,True,289,12305,12305,289,9362,701,1844,860,9,0,25,0,47,0,0,0,0,0
286,بُيُوت,houses,known,book,book,True,1980,5120,5120,1980,5220,909,21502,,5,0,11,0,7,0,0,0,0,0
287,شَقَّة,apartment,known,textbook_scan,avp_a1,True,311,2704,2704,311,10442,1561,3283,693,1,0,0,0,36,0,0,0,0,0
288,غُرَف,rooms,known,textbook_scan,book,True,175,1592,1592,175,5009,119,159,699,59,0,11,0,62,0,0,0,0,0
289,كُرْسِيّ,chair,known,textbook_scan,avp_a1,True,244,2875,2875,244,12124,602,1297,1058,12,0,7,0,28,0,0,0,0,0
290,مَكْتَب,office,known,textbook_scan,avp_a1,True,707,806,806,707,1510,1083,553,,4,0,2,0,84,0,0,0,0,0
291,نُور,light,known,textbook_scan,avp_a1,True,170,1109,1109,170,2272,980,1074,219,5,0,10,0,80,0,0,0,0,0
292,أَرْض,ground,known,textbook_scan,book,True,17,1062,1062,17,348,99,110,8,63,1,26,0,113,0,0,0,0,1
293,مَكان,place,known,textbook_scan,book,True,82,514,514,82,1160,53,145,311,95,2,63,0,84,0,0,0,0,0
294,بِلاد,countries,known,collateral,avp_a1,True,764,2657,2657,764,379,412,11851,,19,0,14,0,23,0,0,0,0,0
295,طَرِيق,"road, way",known,textbook_scan,book,True,88,257,257,88,693,66,102,815,84,0,52,0,87,0,0,0,0,0
296,شارِع,street,known,textbook_scan,avp_a1,True,652,1618,1618,652,1868,811,332,,7,0,46,0,45,0,0,0,0,0
297,عُنْوان,address,known,textbook_scan,avp_a1,True,769,910,910,769,3202,1049,1082,,4,0,1,0,22,0,0,0,0,0
298,مِنْطَقَة,area,known,textbook_scan,avp_a1,True,340,177,177,177,184,1085,103,,4,0,9,0,22,0,0,0,0,0
299,بَنْكٌ,bank,known,textbook_scan,avp_a1,True,739,1615,1615,739,1198,1473,471,,1,0,5,0,22,0,0,0,0,0
